Company Name	Statement
gfc - consulting amp more	 With over 70 full-time employees, including approximately 60 professionals, GFC is large enough to provide wide-ranging services, yet deft enough to act quickly while maintaining the client-focused approach on which the company was built. 
Mercy Crest Assisted Living	 A total of 47 professional employees ensure peace-of-mind with compassionate and top-notch services. 
tatvasoft	 We serve clientele across the industries and globe with Offices in US, Canada, UK, Australia and Development Center in India with a workforce of 500+ IT professionals. 
Bankers Benevolent Fund/The	 By 1963, over 1,000 children were in our care and over 66,000 bank employees were providing us with financial support. 
FIRST NATIONAL BANK OF CARMI	 Read More   Carmi Christmas Bake Sale Helps Senior Citizens Center January 13, 2017 - First Bank employees held a bake sale to raise funds for the White County Senior Citizens Center. 
HAYES KNIGHT (SA) PTY LTD	 More LATEST INSIGHTS April 4, 2017 Fast Growing & Start Up Businesses – What Are You Missing Out On? READ MORE April 4, 2017 State Tax Warning for Family Trusts READ MORE April 2, 2017 When can I claim self-education expenses? READ MORE February 27, 2017 What employers need to know about FBT 2017 READ MORE Privacy | Legal Copyright All Rights Reserved   Hayes Knight 2016 Start typing and press Enter to search 
Force2 Telecom	 Quality Assurance: Force 2 Telecom employees are result oriented with quality being the priority. 
State Collection Service, Inc.	 DOCTYPE html [if IE 7]> <link rel="stylesheet" type="text/css" href="ie7.css"> <![endif] [if IE 8]> <link rel="stylesheet" type="text/css" href="ie8.css"> <![endif] Careers | State Collection Service, Inc. /search /grid_16 our story healthcare services why State? news events careers /grid_16 /container START DEFAULT LAYOUT Careers /grid_16 /container /grid_16 Accrisoft Freedom v/10 Apr 22, 2017 Jobs Our employees enjoy competitive wages and our comprehensive benefits program, which includes: Medical, Dental, Vision, Life and Disability Benefits, Flexible Spending Accounts, 401k program with company match, Paid Time Off and Holiday programs, Paid Education and Training Reimbursement Programs, Pay differential for Spanish language skills. 
Evergreen Herbs Ltd.	 Get in touch 3727 - 184th Street Surrey, BC V3Z 1B8 604 576 2567 sales@evergreenherbs.com www.evergreenherbs.com .four-columns - sidebar #Footer .Our_clients_slider Tweets RT @FreshProMoore : @EvergreenHerbsL & @ron_brar Congrats on 20 Years of Excellence - Awesome Article! #produce #anniversary #herbs https://… 269 days ago RT @ron_brar : Thanks @FreshProDan 4 doing such an amazing job @EvergreenHerbsL really amazing group of sales Professionals! #Proud https://… 269 days ago Quick Facts 1996 The year the farm was established 120 The number of greenhouses here 140 The size of our farm in acres 120 The number of employees About us Evergreen Herbs is a family run farm in the heart of Surrey B.C. Roots Organic was created as the organically grown section of our farm to accommodate the ever growing demand. 
Herman Cain Show	 The Cain Train has never stopped rolling, and the place to hop aboard is here at Best of Cain! View Herman Cain's Radio Show Highlights Guiding Principles to Success Popular Topics 386 Comments McDonald's employees helped catch Steve Stephens by making him wait for fries Obama to 'come out of the woods' Monday - will speak about the only thing he's really qualified to address Maxine Waters attacks Trump, accidentally admits that Americans are subjected to painful levels of taxation Creepy carpetbagger Democrat just misses outright win in GA-6 congressional race Glorious socialist utopia of Venezuela illegally seizes GM factory Cain's Commentary Trump Derangement Syndrome vs. 
G S CONTRACTS	 We have 54 full-time employees who are highly skilled in all aspects of project management, design, manufacturing and shop-fitting. 
NCS Technologies	 4, 2016 - More than 150 active and retired employees gathered at NCS headquarters in glorious autumn afternoon weather to celebrate our 20 th Anniversary. 
Cataneo GmbH	 Today, after over 10 years in business, Cataneo is an established and preferred partner for many large media corporations, with over 50 employees…" /> Company Profile - Cataneo | German precision for the media industry This site is optimized with the Yoast SEO plugin v4.4 - https://yoast.com/wordpress/plugins/seo/ / Yoast SEO plugin. 
STEERLIFE INDIA PRIVATE LIMITED	 Operating 5 global offices, 10 satellite offices, 3 Application Development Centers and supported by a talented workforce of over 500 engineers, scientists and technicians, the STEER Group serves over 39 countries across the globe. 
WEBER LIFTTECHNIK GMBH	 Our focus with an initial workforce of 33 was on the electronics/electrical engineering, leaving the metalwork to external specialists. 
CANSHIP UGLAND LTD	 The company has approximate 270 Canadian employees onboard the vessels and ashore. 
PROVIDENCE MEDICAL & GERIATRIC	 Our system includes more than 82,000 caregivers all employees serving in a diverse range of ministries from birth to end of life, including acute care, physician clinics, long-term and assisted living, palliative and hospice care, home health, supportive housing and education. 
Pearson Southern Ltd (Pearsons Esta	 DOCTYPE html [if lt IE 7 ]><html lang="en" class="no-js ie6"><![endif] [if IE 7 ]><html lang="en" class="no-js ie7"><![endif] [if IE 8 ]><html lang="en" class="no-js ie8"><![endif] [if IE 9 ]><html lang="en" class="no-js ie9"><![endif] [if gt IE 9|!IE]><! <![endif] Who We Are Support Contact Us Browse About Pearson Who We Are What We Do The Importance of Education Innovation Smarter Digital Tools Efficacy in Learning Technologies Intelligence Unleashed Adaptive Learning What is AI? Ideas Worth Sharing Intelligence Unleashed Events The Problem Solvers Future Jobs Charting Equity Open Ideas at Pearson Every Child Learning Supporting Teachers Board of Directors Our Position On Low Cost Private Schools Assessment Data Privacy Diversity Political Activity Living Wage - UK Modern Day Slavery Common Core State Standards In The U.S Education Access and Equity Support for Public Schools Products & Services Efficacy & Research Higher Education Research What We're Working On Improving Student Persistence and Completion Rates in Online Degree Programs 9 Strategies To Support Effective Online Teaching 9 Strategies Online Faculty Should Depend in Their PD Using Learning Science to Design Digital Tools Research Reports Flipped Learning Issues in Higher Education Efficacy Reports Schools Education Research What We're Working On An effective reading program can change outcomes Rural Canadian District Leverages Efficacy as a Path to Improvement Research Reports Assessment Testing on Tablets Performance Assessment Automated Scoring Issues in Assessment Global Survey of Educator Effectiveness Brazil India Japan Mexico Poland Qatar Saudi Arabia Singapore South Africa United Arab Emirates United Kingdom United States Teacher Career Pathways Teaching in a Digital Age Rapid Feedback Better Collaboration Stronger Communication Improved Access Stronger Student Engagement Improved Critical Thinking New Student Interactions Increased Instructional Time Improved Classroom Management Efficacy Reports Professional Learning Efficacy Reports Our Methods Our Approach Learning Design Principles Education Research Building Blocks of Personalized Learning Efficacy & Research in the Product Life Cycle Impact Evaluation: How we Conduct Valid & Reliable Research on Our Products Efficacy Trials and In Class Pilot Studies Content Analytics How Content Analytics are Used to Support Learning The Customer Journey: Partnership with Educators & Learners Tools & Resources Pearson's Efficacy Framework The Product Life Cycle Our People Efficacy Reports MyLab IT Transnational Education TNE REVEL MyLab Math MyFoundationsLab MasteringChemistry CTI and Pearson Institute of Higher Education PIHE Bug Club Connections Academy WISC-V aimswebPlus NAME Sistema Wall Street English GED Testing Service MyEnglishLab Sustainability About Sustainability Embedding Sustainability Reimagining Sustainability at Pearson Defining Sustainability Our Sustainability Plan Sustainability in Action Be a Trusted Partner Reach More Learners Shape the Future of Education Targets and Commitments Performance Data Awards and Recognition Sustainability Governance Sustainability and Our Board About Our Reporting Material Issues Reporting and Policy Downloads Sustainability Reports References and Benchmarks Policies Investors Investor Information Reports & Presentations Financial Highlights Regulatory News Dividends Financial Calendar Governance Remuneration Disclosures Annual General Meeting AGM Archive Analyst Coverage Conference & Media archive Managing your Shares Share Data Dividends Shares and Shareholding US Listing and ADRs Share Register Fraud FAQs News Blogs John Fallon's Blog Company Blog Research Blog All Pearson Blog Posts Media News Announcements Subject Matter Experts Logos and Style Guides Media Contacts Careers Are we a match? Competitive benefits Diversity & inclusion Job Opportunities [if IE 9] ><video style="display: none;"><![endif] [if IE 9]><![endif] Who we are We're the world's learning 
Grady	 Timeline 1892 Hospital opened and named for Henry W. Grady, Managing Editor Atlanta Constitution 100 beds and 18 employee; one operating room with an amphitheater for students and staff Owned and operated by the city of Atlanta 1898 Grady Hospital School for Nurses opens 1917 Municipal Training School for Colored Nurses opens 1921 Grady physician performs first open heart surgery performed in Georgia 1923 Steiner Clinic established, world’s first and largest comprehensive Cancer Center 1941 Georgia General Assembly approved creation of the Fulton-DeKalb Hospital Authority to operate the hospital 1940’s Cardiac Catheterization lab opens, one of three in the world at the time 1954 Construction of a new building with 27 floors, including 1,100 beds and 17 operating rooms 1964 Nursing Schools merge 1970 Georgia Poison Center opens 1982 Renovation project created an additional 16-story building 1993 Infection Disease Program begins treating HIV/AIDS at Ponce De Leon location. 
Payscape Advisors	 02 Our employees are our greatest asset. 
Weldability Sif	 Ten young people aged 18 to 25 who are unemployed or facing barriers to employment were gi... 
